AverageLandPrice,CreatedBy,CreatedOn,DefaultPurchasePrice,DefaultSellPrice,Guid,IsAssembledProduct,IsBatchTracked,IsComponent,IsSellable,IsSerialized,LastModifiedBy,LastModifiedOn,MaxStockAlertLevel,MinStockAlertLevel,NeverDiminishing,Notes,Obsolete,ProductCode,ProductDescription,ProductGroup,SellPriceTier1,SellPriceTier10,SellPriceTier2,SellPriceTier3,SellPriceTier4,SellPriceTier5,SellPriceTier6,SellPriceTier7,SellPriceTier8,SellPriceTier9,Supplier
18.0,jon@iwhardwood.com,/Date(1523191990680)/,18.0,27.6899,f86f6369-3ad3-4a63-8164-dab1944079f4,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542643073)/,2.0,1.0,False,"{""Stock"": ""True""}",False,GriROFwf612,6 X 12 R/O Fwf Trimline,"{'GroupName': 'Grills', 'Guid': 'ad102776-fd16-4b05-8ff4-7fbcb7bddd0e', 'LastModifiedOn': '/Date(1523018614929)/'}","{'Name': 'Premium Retailer', 'Value': '22.4900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '23.9900'}","{'Name': 'Premium Contractor', 'Value': '23.9900'}","{'Name': 'Contractor 1', 'Value': '26.4900'}","{'Name': 'Contractor 2', 'Value': '27.6899'}","{'Name': 'Builder', 'Value': '27.6899'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': None, 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}"
19.835,jon@iwhardwood.com,/Date(1523191990773)/,19.0,29.1899,8d7f4760-d6d1-4e91-8ddf-4385a550f632,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542643183)/,4.0,2.0,False,"{""Stock"": ""True""}",False,GriROFwf614,6 X 14 R/O Fwf Trimline,"{'GroupName': 'Grills', 'Guid': 'ad102776-fd16-4b05-8ff4-7fbcb7bddd0e', 'LastModifiedOn': '/Date(1523018614929)/'}","{'Name': 'Premium Retailer', 'Value': '23.7900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '25.2900'}","{'Name': 'Premium Contractor', 'Value': '25.2900'}","{'Name': 'Contractor 1', 'Value': '27.8899'}","{'Name': 'Contractor 2', 'Value': '29.1899'}","{'Name': 'Builder', 'Value': '29.1899'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': None, 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}"
11.161,jon@iwhardwood.com,/Date(1523191994443)/,11.0,16.8899,302f266c-c1b4-4fb6-ae63-3ffc37671d0e,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542643230)/,3.0,2.0,False,"{""Stock"": ""True""}",False,GriROIns212,2 1/2 X 12 R/O Ins Trimline,"{'GroupName': 'Grills', 'Guid': 'ad102776-fd16-4b05-8ff4-7fbcb7bddd0e', 'LastModifiedOn': '/Date(1523018614929)/'}","{'Name': 'Premium Retailer', 'Value': '13.7900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '14.6900'}","{'Name': 'Premium Contractor', 'Value': '14.6900'}","{'Name': 'Contractor 1', 'Value': '16.1899'}","{'Name': 'Contractor 2', 'Value': '16.8899'}","{'Name': 'Builder', 'Value': '16.8899'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': None, 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}"
13.8018,jon@iwhardwood.com,/Date(1523191994646)/,13.0,19.99,2e70bfed-c1d8-4952-b671-2277a86d480a,False,False,False,True,False,jon@iwhardwood.com,/Date(1564835592183)/,10.0,6.0,False,"{""Stock"": ""True""}",False,GriROIns410,4 X 10 R/O Ins Trimline,"{'GroupName': 'Grills', 'Guid': 'ad102776-fd16-4b05-8ff4-7fbcb7bddd0e', 'LastModifiedOn': '/Date(1523018614929)/'}","{'Name': 'Premium Retailer', 'Value': '16.3899'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '17.4900'}","{'Name': 'Premium Contractor', 'Value': '17.4900'}","{'Name': 'Contractor 1', 'Value': '19.2900'}","{'Name': 'Contractor 2', 'Value': '20.1899'}","{'Name': 'Builder', 'Value': '20.1899'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': None, 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}"
14.0,jon@iwhardwood.com,/Date(1523191995133)/,14.0,21.49,39874dd1-14df-4eb9-96b8-0b13e307fb17,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542643293)/,5.0,3.0,False,"{""Stock"": ""True""}",False,GriROIns412,4 X 12 R/O Ins Trimline,"{'GroupName': 'Grills', 'Guid': 'ad102776-fd16-4b05-8ff4-7fbcb7bddd0e', 'LastModifiedOn': '/Date(1523018614929)/'}","{'Name': 'Premium Retailer', 'Value': '17.4900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '18.6899'}","{'Name': 'Premium Contractor', 'Value': '18.6899'}","{'Name': 'Contractor 1', 'Value': '20.5900'}","{'Name': 'Contractor 2', 'Value': '21.4900'}","{'Name': 'Builder', 'Value': '21.4900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': None, 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}"
16.0632,jon@iwhardwood.com,/Date(1523192005443)/,16.0,24.59,cef2e9c5-4385-4e29-90e4-974180d0a340,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542643340)/,17.0,10.0,False,"{""Stock"": ""True""}",False,GriWOFwf410,4 X 10 W/O Fwf Trimline,"{'GroupName': 'Grills', 'Guid': 'ad102776-fd16-4b05-8ff4-7fbcb7bddd0e', 'LastModifiedOn': '/Date(1523018614929)/'}","{'Name': 'Premium Retailer', 'Value': '19.9900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '21.2900'}","{'Name': 'Premium Contractor', 'Value': '21.2900'}","{'Name': 'Contractor 1', 'Value': '23.4900'}","{'Name': 'Contractor 2', 'Value': '24.5900'}","{'Name': 'Builder', 'Value': '24.5900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': None, 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}"
17.6116,jon@iwhardwood.com,/Date(1523192005633)/,17.0,26.1899,c3856095-c21b-4875-97fb-3bc92475d515,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542643373)/,10.0,6.0,False,"{""Stock"": ""True""}",False,GriWOFwf412,4 X 12 W/O Fwf Trimline,"{'GroupName': 'Grills', 'Guid': 'ad102776-fd16-4b05-8ff4-7fbcb7bddd0e', 'LastModifiedOn': '/Date(1523018614929)/'}","{'Name': 'Premium Retailer', 'Value': '21.1899'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '22.6899'}","{'Name': 'Premium Contractor', 'Value': '22.6899'}","{'Name': 'Contractor 1', 'Value': '24.9900'}","{'Name': 'Contractor 2', 'Value': '26.1899'}","{'Name': 'Builder', 'Value': '26.1899'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': None, 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}"
17.0,jon@iwhardwood.com,/Date(1523192006726)/,18.0,27.6899,34bb5a19-88c9-4ab4-ad12-983d36b30637,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542643403)/,3.0,2.0,False,"{""Stock"": ""True""}",False,GriWOFwf610,6 X 10 W/O Fwf Trimline,"{'GroupName': 'Grills', 'Guid': 'ad102776-fd16-4b05-8ff4-7fbcb7bddd0e', 'LastModifiedOn': '/Date(1523018614929)/'}","{'Name': 'Premium Retailer', 'Value': '22.4900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '23.9900'}","{'Name': 'Premium Contractor', 'Value': '23.9900'}","{'Name': 'Contractor 1', 'Value': '26.4900'}","{'Name': 'Contractor 2', 'Value': '27.6899'}","{'Name': 'Builder', 'Value': '27.6899'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': None, 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}"
19.5489,jon@iwhardwood.com,/Date(1523192006833)/,19.0,29.1899,d52ed41e-8320-467e-984d-d7880d4d72e2,False,False,False,True,False,jon@iwhardwood.com,/Date(1564835589722)/,7.0,4.0,False,"{""Stock"": ""True""}",False,GriWOFwf612,6 X 12 W/O Fwf Trimline,"{'GroupName': 'Grills', 'Guid': 'ad102776-fd16-4b05-8ff4-7fbcb7bddd0e', 'LastModifiedOn': '/Date(1523018614929)/'}","{'Name': 'Premium Retailer', 'Value': '23.9900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '25.5900'}","{'Name': 'Premium Contractor', 'Value': '25.5900'}","{'Name': 'Contractor 1', 'Value': '28.1899'}","{'Name': 'Contractor 2', 'Value': '29.4900'}","{'Name': 'Builder', 'Value': '29.4900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': None, 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}"
20.0,jon@iwhardwood.com,/Date(1523192006990)/,20.0,30.79,f43857ab-76aa-4e27-a564-aeacc0cdbb73,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542643496)/,5.0,3.0,False,"{""Stock"": ""True""}",False,GriWOFwf614,6 X 14 W/O Fwf Trimline,"{'GroupName': 'Grills', 'Guid': 'ad102776-fd16-4b05-8ff4-7fbcb7bddd0e', 'LastModifiedOn': '/Date(1523018614929)/'}","{'Name': 'Premium Retailer', 'Value': '24.9900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '26.6899'}","{'Name': 'Premium Contractor', 'Value': '26.6899'}","{'Name': 'Contractor 1', 'Value': '29.3899'}","{'Name': 'Contractor 2', 'Value': '30.7900'}","{'Name': 'Builder', 'Value': '30.7900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': None, 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}"
10.0,jon@iwhardwood.com,/Date(1523192009693)/,11.0,16.8899,a2a18777-11db-407a-a529-26ee8f5dd694,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542643526)/,1.0,1.0,False,"{""Stock"": ""True""}",False,GriWOIns210,2 1/2 X 10 W/O Ins Trimline,"{'GroupName': 'Grills', 'Guid': 'ad102776-fd16-4b05-8ff4-7fbcb7bddd0e', 'LastModifiedOn': '/Date(1523018614929)/'}","{'Name': 'Premium Retailer', 'Value': '13.7900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '14.6900'}","{'Name': 'Premium Contractor', 'Value': '14.6900'}","{'Name': 'Contractor 1', 'Value': '16.1899'}","{'Name': 'Contractor 2', 'Value': '16.8899'}","{'Name': 'Builder', 'Value': '16.8899'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': None, 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}"
12.0,jon@iwhardwood.com,/Date(1523192009740)/,12.0,18.49,15b5428a-ab3c-4604-81a5-8dac208ae19d,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542643560)/,1.0,1.0,False,"{""Stock"": ""True""}",False,GriWOIns212,2 1/2 X 12 W/O Ins Trimline,"{'GroupName': 'Grills', 'Guid': 'ad102776-fd16-4b05-8ff4-7fbcb7bddd0e', 'LastModifiedOn': '/Date(1523018614929)/'}","{'Name': 'Premium Retailer', 'Value': '14.9900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '15.9900'}","{'Name': 'Premium Contractor', 'Value': '15.9900'}","{'Name': 'Contractor 1', 'Value': '17.5900'}","{'Name': 'Contractor 2', 'Value': '18.4900'}","{'Name': 'Builder', 'Value': '18.4900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': None, 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}"
13.9274,jon@iwhardwood.com,/Date(1523192009913)/,14.0,21.49,7dee82b3-ac8c-490d-a164-a5d2333bd92c,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542643606)/,2.0,1.0,False,"{""Stock"": ""True""}",False,GriWOIns410,4 X 10 W/O Ins Trimline,"{'GroupName': 'Grills', 'Guid': 'ad102776-fd16-4b05-8ff4-7fbcb7bddd0e', 'LastModifiedOn': '/Date(1523018614929)/'}","{'Name': 'Premium Retailer', 'Value': '17.4900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '18.6899'}","{'Name': 'Premium Contractor', 'Value': '18.6899'}","{'Name': 'Contractor 1', 'Value': '20.5900'}","{'Name': 'Contractor 2', 'Value': '21.4900'}","{'Name': 'Builder', 'Value': '21.4900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': None, 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}"
15.0092,jon@iwhardwood.com,/Date(1523192009976)/,15.0,23.09,d7555af1-6ccc-4ebd-974b-4aacd5a97de3,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542643653)/,7.0,4.0,False,"{""Stock"": ""True""}",False,GriWOIns412,4 X 12 W/O Ins Trimline,"{'GroupName': 'Grills', 'Guid': 'ad102776-fd16-4b05-8ff4-7fbcb7bddd0e', 'LastModifiedOn': '/Date(1523018614929)/'}","{'Name': 'Premium Retailer', 'Value': '18.7900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '19.9900'}","{'Name': 'Premium Contractor', 'Value': '19.9900'}","{'Name': 'Contractor 1', 'Value': '22.0900'}","{'Name': 'Contractor 2', 'Value': '23.0900'}","{'Name': 'Builder', 'Value': '23.0900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': None, 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}"
16.0,jon@iwhardwood.com,/Date(1523192010240)/,16.0,24.59,0f814f93-b7aa-4cce-9d9a-072a37e5828f,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542643683)/,1.0,1.0,False,"{""Stock"": ""True""}",False,GriWOIns610,6 X 10 W/O Ins Trimline,"{'GroupName': 'Grills', 'Guid': 'ad102776-fd16-4b05-8ff4-7fbcb7bddd0e', 'LastModifiedOn': '/Date(1523018614929)/'}","{'Name': 'Premium Retailer', 'Value': '19.9900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '21.2900'}","{'Name': 'Premium Contractor', 'Value': '21.2900'}","{'Name': 'Contractor 1', 'Value': '23.4900'}","{'Name': 'Contractor 2', 'Value': '24.5900'}","{'Name': 'Builder', 'Value': '24.5900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': None, 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': '674c4ed6-6a2c-40bf-b7bc-a7eb69bba746', 'SupplierCode': 'GRILL WORKS, INC.', 'SupplierName': 'GRILL WORKS, INC.'}"
9.4507,jon@iwhardwood.com,/Date(1523192061913)/,10.03,15.39,32fbd8c8-1976-46a7-a9a9-2d657e594bc9,False,False,False,True,False,jon@iwhardwood.com,/Date(1564077581457)/,51.09,8.0,False,"{""BoxQuantity"":6, ""Stock"": ""True""}",False,LenLaqThiGal,Lenmar Laquer Thinner Gallon,"{'GroupName': 'Finish', 'Guid': '8012ad50-a64a-4dcf-adad-a4642392d91c', 'LastModifiedOn': '/Date(1523295091653)/'}","{'Name': 'Premium Retailer', 'Value': '13.7900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '14.0900'}","{'Name': 'Premium Contractor', 'Value': '14.6900'}","{'Name': 'Contractor 1', 'Value': '15.7900'}","{'Name': 'Contractor 2', 'Value': '16.1899'}","{'Name': 'Builder', 'Value': '16.1899'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '1A.519.1', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ca54e8e6-01de-4aae-a0be-1f99610a6878', 'SupplierCode': 'INSL-X PRODUCTS CORP.', 'SupplierName': 'INSL-X PRODUCTS CORP.'}"
9.2005,jon@iwhardwood.com,/Date(1523192062490)/,9.15,14.09,3c1f1258-3afa-4f80-ab31-6b5852575187,False,False,False,True,False,jon@iwhardwood.com,/Date(1564077580001)/,16.59,6.0,False,"{""BoxQuantity"":6, ""Stock"": ""True""}",False,LenMinSpiGal,Lenmar Mineral Spirits Gallon,"{'GroupName': 'Finish', 'Guid': '8012ad50-a64a-4dcf-adad-a4642392d91c', 'LastModifiedOn': '/Date(1523295091653)/'}","{'Name': 'Premium Retailer', 'Value': '12.5900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '12.8900'}","{'Name': 'Premium Contractor', 'Value': '13.3900'}","{'Name': 'Contractor 1', 'Value': '14.3900'}","{'Name': 'Contractor 2', 'Value': '14.7900'}","{'Name': 'Builder', 'Value': '14.7900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '1A.137.1', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ca54e8e6-01de-4aae-a0be-1f99610a6878', 'SupplierCode': 'INSL-X PRODUCTS CORP.', 'SupplierName': 'INSL-X PRODUCTS CORP.'}"
4.9026,jon@iwhardwood.com,/Date(1523192062646)/,5.02,7.0,8d63681a-3a04-484f-bd8f-158e51ae571c,False,False,False,True,False,jon@iwhardwood.com,/Date(1564402514836)/,500.0,100.0,False,"{""BoxQuantity"":4, ""Stock"": ""True""}",False,LenPolGloQua,Lenmar Polyurethane Gloss Quart,"{'GroupName': 'Finish', 'Guid': '8012ad50-a64a-4dcf-adad-a4642392d91c', 'LastModifiedOn': '/Date(1523295091653)/'}","{'Name': 'Premium Retailer', 'Value': None}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': None}","{'Name': 'Premium Contractor', 'Value': None}","{'Name': 'Contractor 1', 'Value': None}","{'Name': 'Contractor 2', 'Value': None}","{'Name': 'Builder', 'Value': None}","{'Name': 'Tier 7', 'Value': None}","{'Name': 'Tier 8', 'Value': None}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '1Y.555.4', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ca54e8e6-01de-4aae-a0be-1f99610a6878', 'SupplierCode': 'INSL-X PRODUCTS CORP.', 'SupplierName': 'INSL-X PRODUCTS CORP.'}"
4.6437,jon@iwhardwood.com,/Date(1523192062726)/,5.02,7.0,3380b1ca-47ad-4c9f-9807-dae19ae7e517,False,False,False,True,False,sue@iwhardwood.com,/Date(1564430219681)/,532.69,528.0,False,"{""BoxQuantity"":4, ""Stock"": ""True""}",False,LenPolRapQua,Lenmar Polyurethane Rapid Sealer Quart,"{'GroupName': 'Finish', 'Guid': '8012ad50-a64a-4dcf-adad-a4642392d91c', 'LastModifiedOn': '/Date(1523295091653)/'}","{'Name': 'Premium Retailer', 'Value': None}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': None}","{'Name': 'Premium Contractor', 'Value': None}","{'Name': 'Contractor 1', 'Value': None}","{'Name': 'Contractor 2', 'Value': None}","{'Name': 'Builder', 'Value': None}","{'Name': 'Tier 7', 'Value': None}","{'Name': 'Tier 8', 'Value': None}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '1Y.519.4', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ca54e8e6-01de-4aae-a0be-1f99610a6878', 'SupplierCode': 'INSL-X PRODUCTS CORP.', 'SupplierName': 'INSL-X PRODUCTS CORP.'}"
4.5943000000000005,jon@iwhardwood.com,/Date(1523192062820)/,5.22,7.0,76e3ceda-2cf4-4a34-a189-539a1dea23c9,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542640556)/,5664.69,2500.0,False,"{""BoxQuantity"":4, ""Stock"": ""True""}",False,LenPolSatQua,Lenmar Polyurethane Satin Quart,"{'GroupName': 'Finish', 'Guid': '8012ad50-a64a-4dcf-adad-a4642392d91c', 'LastModifiedOn': '/Date(1523295091653)/'}","{'Name': 'Premium Retailer', 'Value': None}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': None}","{'Name': 'Premium Contractor', 'Value': None}","{'Name': 'Contractor 1', 'Value': None}","{'Name': 'Contractor 2', 'Value': None}","{'Name': 'Builder', 'Value': None}","{'Name': 'Tier 7', 'Value': None}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': '1Y.617.4', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ca54e8e6-01de-4aae-a0be-1f99610a6878', 'SupplierCode': 'INSL-X PRODUCTS CORP.', 'SupplierName': 'INSL-X PRODUCTS CORP.'}"
5.2141,jon@iwhardwood.com,/Date(1523192062896)/,5.22,7.0,47b23d90-0439-41cc-b657-695d902e5384,False,False,False,True,False,jon@iwhardwood.com,/Date(1564402514867)/,1240.89,1236.0,False,"{""BoxQuantity"":4, ""Stock"": ""True""}",False,LenPolSemQua,Lenmar Polyurethane Semi-Gloss Quart,"{'GroupName': 'Finish', 'Guid': '8012ad50-a64a-4dcf-adad-a4642392d91c', 'LastModifiedOn': '/Date(1523295091653)/'}","{'Name': 'Premium Retailer', 'Value': None}","{'Name': 'Tier 10', 'Value': None}","{'Name': 'Retail 1', 'Value': None}","{'Name': 'Premium Contractor', 'Value': None}","{'Name': 'Contractor 1', 'Value': None}","{'Name': 'Contractor 2', 'Value': None}","{'Name': 'Builder', 'Value': None}","{'Name': 'Tier 7', 'Value': None}","{'Name': 'Tier 8', 'Value': None}","{'Name': 'Tier 9', 'Value': None}","{'SupplierProductCode': '1Y.724.4', 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'ca54e8e6-01de-4aae-a0be-1f99610a6878', 'SupplierCode': 'INSL-X PRODUCTS CORP.', 'SupplierName': 'INSL-X PRODUCTS CORP.'}"
1.0466,jon@iwhardwood.com,/Date(1523192042896)/,0.9500000000000001,1.8900000000000001,e530c3d1-bc88-49ed-805d-4f7b993856bb,False,False,False,True,False,jon@iwhardwood.com,/Date(1563542643716)/,42.0,22.0,False,"{""Stock"": ""True""}",False,LLFeaBra3/4x3,Brazilian Cherry Feature Strip 3/4' x 3/4',"{'GroupName': 'Unfinished Trim', 'Guid': 'a0ca3522-818a-4325-83f0-89221c8abb80', 'LastModifiedOn': '/Date(1523018615304)/'}","{'Name': 'Premium Retailer', 'Value': '1.2900'}","{'Name': 'Tier 10', 'Value': '0.0000'}","{'Name': 'Retail 1', 'Value': '2.0900'}","{'Name': 'Premium Contractor', 'Value': '2.0900'}","{'Name': 'Contractor 1', 'Value': '2.0900'}","{'Name': 'Contractor 2', 'Value': '2.0900'}","{'Name': 'Builder', 'Value': '2.0900'}","{'Name': 'Tier 7', 'Value': '0.0000'}","{'Name': 'Tier 8', 'Value': '0.0000'}","{'Name': 'Tier 9', 'Value': '0.0000'}","{'SupplierProductCode': None, 'SupplierProductDescription': None, 'SupplierProductPrice': None, 'Guid': 'c9fd9a1a-87ad-467c-a900-19ba1e5eb745', 'SupplierCode': 'L&L HARDWOODS, INC.', 'SupplierName': 'L&L HARDWOODS, INC.'}"
